product_name,price,unit,unit_price,image_name,integration_date,supermarket
Friss magyar liba-leves csomag,699,Ft/kg,,friss-magyar-liba-leves-csomag-2004020306266-1-5k.png,2021-11-04 16:21:51.940959,tesco
Friss magyar pecsenye-kacsacomb,1599,Ft/kg,,friss-magyar-pecsenye-kacsacomb-2004020319836-2-5k.png,2021-11-04 16:21:51.940959,tesco
Friss magyar pecsenyekacsa,799,Ft/kg,,friss-magyar-pecsenye-kacsa-2004007471380-2-5k.png,2021-11-04 16:21:51.940959,tesco
Friss magyar pecsenyekacsamell-filé bõrrel,2499,Ft/kg,,friss-magyar-pecsenye-kacsamell-file-borrel-2004007450262-1-5k.png,2021-11-04 16:21:51.948998,tesco
Friss magyar sertéscsülök,1199,Ft/kg,,friss-magyar-sertescsulok-2004007358698-1-5k.png,2021-11-04 16:21:51.948998,tesco
Friss magyar sertéstarja,1249,Ft/kg,,friss-magyar-sertestarja-2004007471458-1-5k.png,2021-11-04 16:21:51.951082,tesco
Fröccs kártyajáték,6699,Ft,,froccs-kartyajatek-2005100579817-1-5k.png,2021-11-04 16:21:51.952879,tesco
Fürtös paradicsom,119,Ft/db,1kg=799Ft,furtos-paradicsom-2004003274480.png,2021-11-04 16:21:51.953875,tesco
Füstölt csemegeszalonna,139,Ft/10dkg,1kg=1390Ft,fustolt-csemege-szalonna-2004010404146-1-5k.png,2021-11-04 16:21:51.953875,tesco
Fütyülõs likõr 1 db pohárral díszdobozban,2990,Ft/cs,1l=5980Ft,futyulos-0-5l-2-pohar-2004020323692-1-5k.png,2021-11-04 16:21:51.953875,tesco
Garnier dezodorspray vagy roll-on,599,Ft,,garnier-dezodorspray-vagy-roll-on-2004120052660-1-5k.png,2021-11-04 16:21:51.953875,tesco
Gazdálkodj okosan! társasjáték,3799,Ft,,gazdalkodj-okosan-tarsasjatek-2005100620642-1-5k.png,2021-11-04 16:21:51.959847,tesco
Gelato Italiano vegán jégkrém,1199,Ft,1l=2398Ft,gelato-italiano-vegan-jegkrem-2004020260605-1-5k.png,2021-11-04 16:21:51.960848,tesco
Glitzeez baba hercegnõ,3699,Ft,,glitzeez-baba-hercegno-2005100556574-1-5k.png,2021-11-04 16:21:51.960848,tesco
Glitzeez Fantasy babák,4899,Ft/szett,,glitzeez-fantasy-babak-2005100594325-1-5k.png,2021-11-04 16:21:51.960848,tesco
Glitzeez távirányítós autó,5199,Ft/szett,,glitzeez-taviranyitos-auto-2005100544033-1-5k.png,2021-11-04 16:21:51.960848,tesco
Globetti magozott meggybefõtt,499,Ft,1kg=1426Ft,globetti-magozott-meggybefott-2004009799932-1-5k.png,2021-11-04 16:21:51.960848,tesco
Go Cook öntöttvas sütõtál,10490,Ft,,go-cook-ontottvas-sutotal-2005100259612-1-5k.png,2021-11-04 16:21:51.968922,tesco
Go for Expert All In One Lemon mosogatógép tabletta 40 x 18 g,1149,Ft/db,1db=28.73Ft,go-for-expert-all-in-one-lemon-mosogatogep-tabletta-40-x-18-g-2004020200975.png,2021-11-04 16:21:51.969857,tesco
Go for Expert All in One mosogatógép tabletta 40 x 18 g,1149,Ft/db,1db=28.73Ft,go-for-expert-all-in-one-mosogatogep-tabletta-40-x-18-g-2004020200970.jpg,2021-11-04 16:21:51.970854,tesco
Go for Expert Aloa Vera mosogató balzsam 900 ml,359,Ft/db,1l=398.89Ft,go-for-expert-aloa-vera-mosogato-balzsam-900-ml-2005100241583.png,2021-11-04 16:21:51.970854,tesco
Go for Expert Classic mosogatógép tabletta 60 x 15 g,959,Ft/db,1db=15.98Ft,go-for-expert-classic-mosogatogep-tabletta-60-x-15-g-2004020200971.jpg,2021-11-04 16:21:51.970854,tesco
Go for Expert Creamy Almond univerzális tisztítószer 1 l,359,Ft/db,1l=359Ft,go-for-expert-creamy-almond-univerzalis-tisztitoszer-1-l-2004020200979.png,2021-11-04 16:21:51.970854,tesco
Go for Expert Eco Friendly ökológiai WC-tisztító szer 1 l,549,Ft/db,1l=549Ft,go-for-expert-eco-friendly-okologiai-wc-tisztito-szer-1-l-2005100242349.png,2021-11-04 16:21:51.970854,tesco
Go for Expert fürdõszoba tisztító 750 ml,399,Ft/db,1l=532Ft,go-for-expert-furdoszoba-tisztito-750-ml-2005100396916.jpg,2021-11-04 16:21:51.970854,tesco
Go for Expert Hand & Nails mosogató balzsam 900 ml,359,Ft/db,1l=398.89Ft,go-for-expert-hand-nails-mosogato-balzsam-900-ml-2005100242362.png,2021-11-04 16:21:51.970854,tesco
Go for Expert Lavender mosogatószer 900 ml,359,Ft/db,1l=398.89Ft,go-for-expert-lavender-mosogatoszer-900-ml-2005100242060.png,2021-11-04 16:21:51.978961,tesco
Go for Expert Lily of the Valley univerzális tisztítószer 1 l,359,Ft/db,1l=359Ft,go-for-expert-lily-of-the-valley-univerzalis-tisztitoszer-1-l-2004020200978.png,2021-11-04 16:21:51.978961,tesco
Go for Expert Magnolia Blossom univerzális tisztítószer 1 l,359,Ft/db,1l=359Ft,go-for-expert-magnolia-blossom-univerzalis-tisztitoszer-1-l-2004020200977.png,2021-11-04 16:21:51.981034,tesco
Go for Expert mosószer kapszulák színes ruhákhoz 20 mosás 490 ml,1399,Ft/db,1db=69.95Ft,go-for-expert-mososzer-kapszulak-szines-ruhakhoz-20-mosas-490-ml-2004020200974.jpg,2021-11-04 16:21:51.981034,tesco
Go for Expert olaj- és zsíroldó 750 ml,399,Ft/db,1l=532Ft,go-for-expert-olaj-es-zsiroldo-750-ml-2005100396922.jpg,2021-11-04 16:21:51.981034,tesco
Go for Expert Soda Power Lemon univerzális tisztítószer 1 l,359,Ft/db,1l=359Ft,go-for-expert-soda-power-lemon-univerzalis-tisztitoszer-1-l-2004020286509.jpg,2021-11-04 16:21:51.981034,tesco
Go for Expert szõnyeg- és kárpittisztító 750 ml,399,Ft/db,1l=532Ft,go-for-expert-szonyeg-es-karpittisztito-750-ml-2005100396825.jpg,2021-11-04 16:21:51.985517,tesco
Go for Expert univerzális mosószer kapszulák 20 mosás 490 ml,1399,Ft/db,1db=69.95Ft,go-for-expert-univerzalis-mososzer-kapszulak-20-mosas-490-ml-2004020200968.jpg,2021-11-04 16:21:51.986510,tesco
Go for Expert vízkõ- és rozsdaoldó 750 ml,399,Ft/db,1l=532Ft,go-for-expert-vizko-es-rozsdaoldo-750-ml-2005100396920.jpg,2021-11-04 16:21:51.986510,tesco
Go for Expert zuhanykabin tisztító 750 ml,399,Ft/db,1l=532Ft,go-for-expert-zuhanykabin-tisztito-750-ml-2005100396917.jpg,2021-11-04 16:21:51.989155,tesco
GO Play az elsõ szintetizátorom,3999,Ft,,go-play-az-elso-szintetizatorom-2005100596491-1-5k.png,2021-11-04 16:21:51.990751,tesco
GO Play elsõ gitárom,2399,Ft,,go-play-elso-gitarom-2005100596464-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi baba gyereküléssel,4199,Ft/szett,,go-play-emmi-babakocsi-babaval-2005100596517-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi baba jégkrém játékszett,4499,Ft/szett,,go-play-emmi-baba-jegkrem-jatekszett-2005100596039-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi baba orvosi kiegészítõkkel,5099,Ft/szett,,go-play-emmi-baba-orvosi-kiegeszitokkel-2005100597193-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi és Eddie,5299,Ft/szett,,go-play-emmi-es-eddie-2005100596042-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi etetõs baba,7199,Ft/szett,,go-play-emmi-etetos-baba-2005100596516-1-5k.png,2021-11-04 16:21:51.991369,tesco
GO Play Emmi karrierbaba,2699,Ft/db,,go-play-emmi-hordozo-baba-2005100596446-1-5k.png,2021-11-04 16:21:51.999497,tesco
GO Play Emmi öltözet,1299,Ft/db,,go-play-emmi-baba-hordozo-oltozettel-2005100596447-1-5k.png,2021-11-04 16:21:51.999497,tesco
GO Play Emmi ottalvós hátizsák,3999,Ft,,go-play-emmi-baba-ottalvos-hatizsakkal-2005100596038-1-5k.png,2021-11-04 16:21:52.002631,tesco
GO Play fa rakosgató játék,4499,Ft/cs,,go-play-fa-rakosgato-jatek-2005100596466-1-5k.png,2021-11-04 16:21:52.003578,tesco
GO Play fa szerzámkészlet,2599,Ft/szett,,go-play-fa-szerzamkeszlet-2005100600458-1-5k.png,2021-11-04 16:21:52.004635,tesco
GO Play fa tologatós kocsi,4399,Ft/szett,,go-play-fa-tologatos-kocsi-2005100598858-2-5k.png,2021-11-04 16:21:52.004635,tesco
GO Play fa vonat,4399,Ft/szett,,go-play-fa-vonat-2005100596469-2-5k.png,2021-11-04 16:21:52.004635,tesco
GO Play fa vonatkészlet,4699,Ft/szett,,go-play-fa-vonat-keszlet-2005100598856-1-5k.png,2021-11-04 16:21:52.004635,tesco
GO Play helikopter,4799,Ft/db,,go-play-helikopter-2005100598157-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play húzós fa xilifon játék,4299,Ft,,go-play-huzos-fa-xilifon-jatek-2005100600463-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play Mega autószállító,7499,Ft/szett,,go-play-mega-autoszallito-2005100597541-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play mentõ állomás,5999,Ft/szett,,go-play-mento-allomas-2005100596054-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play tekergõs állatbabajáték,3299,Ft,,go-play-tekergos-allat-baba-jatek-2005100596513-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play Tesco benzinkút,3799,Ft/szett,,go-play-tesco-benzinkut-2005100596044-1-5k.png,2021-11-04 16:21:52.009855,tesco
GO Play Tesco élelmiszer-kiszállító autó,4799,Ft,,go-play-tesco-elelmiszer-kiszallito-auto-2005100598156-1-5k.png,2021-11-04 16:21:52.018715,tesco
GO Play tûzoltóautó,4799,Ft,,go-play-tuzolto-auto-2005100598154-1-5k.png,2021-11-04 16:21:52.019544,tesco
GO Play újrahasznosító autó,4799,Ft/szett,,go-play-ujrahasznosito-auto-2005100601102-1-5k.png,2021-11-04 16:21:52.020138,tesco
GO Play világító Emmi baba,3599,Ft,,go-play-vilagito-emmi-baba-2005100596037-1-5k.png,2021-11-04 16:21:52.022112,tesco
Grill Master friss húspogácsa,999,Ft,1kg=3027Ft,grill-master-friss-huspogacsa-2004020307347-1-5k.png,2021-11-04 16:21:52.023131,tesco
Gyerekbarkácsmûhely játékszett,6699,Ft/szett,,gyerek-barkacsmuhely-szett-2005100614982-1-5k.png,2021-11-04 16:21:52.023131,tesco
Gyerekroller,5199,Ft/db,,gyerek-roller-2005100553297-1-5k.png,2021-11-04 16:21:52.023131,tesco
Gyulai kolbász,459,Ft/10dkg,1kg=4590Ft,gyulai-kolbasz-2004007559125-1-5k.png,2021-11-04 16:21:52.023131,tesco
Habkarika,529,Ft/cs,1kg=3527Ft,habkarika-2004020193800-2-5k.png,2021-11-04 16:21:52.023131,tesco
Haraszthy Pioneer Irsai Olivér,1199,Ft,1l=1599Ft,haraszthy-pioneer-irsai-oliver-0-75l-2004020319309-1-5k.png,2021-11-04 16:21:52.023131,tesco
Haribo gumicukorka,239,Ft/cs,1kg=2390Ft,minden-75-100g-os-haribo-gumicukor-2004005127647-1-5k.png,2021-11-04 16:21:52.030239,tesco
Harry Potter beszélõ Teszlek Süveg,10990,Ft,,yume-harry-potter-teszlek-suveg-2005100619268-1-5k.png,2021-11-04 16:21:52.032336,tesco
Harry Potter Kapd el az aranycikeszt társasjáték,7099,Ft,,harry-potter-kapd-el-az-aranycikeszt-tarsasjatek-2005100614009-1-5k.png,2021-11-04 16:21:52.033387,tesco
Hatchimals gyûjhetõ figurák,899,Ft,,hatchimals-gyujheto-figurak-2005100616101-1-5k.png,2021-11-04 16:21:52.033387,tesco
Hatchimals Pixies- Crystal Flyers repülõ kristálybaba fénnyel,10390,Ft,,hatchimals-pixies-repulo-kristaly-baba-2005100613898-1-5k.png,2021-11-04 16:21:52.036378,tesco
Hausmeister 2041 porszívó,9999,Ft,,hausmeister-hm2041-porzsakos-porszivo-2005100396063-1-5k.png,2021-11-04 16:21:52.036768,tesco
Hausmeister Diana Solo mikrohullámú sütõ,16990,Ft,,hausmeister-diana-mikrohullamu-suto-2005106777960-1-5k.png,2021-11-04 16:21:52.037812,tesco
Házias Ízek melegszendvicskrém,369,Ft,1kg=1272Ft,hazias-izek-melegszendvicskrem-2004010090912-1-5k.png,2021-11-04 16:21:52.037812,tesco
HB dobozos világos sör,199,Ft,1l=438Ft,hb-dobozos-vilagos-sor-2004008695907-1-5k.png,2021-11-04 16:21:52.040563,tesco
Head & Shoulders sampon,1599,Ft/db,,,2021-11-04 16:21:52.042603,tesco
"Hearty Food Co. ""B"" minõségû hosszú szemû rizs 4 x 100 g",359,Ft/db,1kg=897.5Ft,hearty-food-co-2005100501430.png,2021-11-04 16:21:52.042603,tesco
Hearty Food Co. cérnácska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-cernacska-2-tojasos-szarazteszta-500-g-2004009349977.png,2021-11-04 16:21:52.042603,tesco
Hearty Food Co. copfocska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-copfocska-2-tojasos-szarazteszta-500-g-2004009350058.png,2021-11-04 16:21:52.042603,tesco
Hearty Food Co. fodros nagykocka 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-fodros-nagykocka-2-tojasos-szarazteszta-500-g-2004009349984.png,2021-11-04 16:21:52.042603,tesco
"Hearty Food Co. gyorsfagyasztott, elõsütött hasábburgonya 1 kg",399,Ft/db,1kg=399Ft,hearty-food-co-gyorsfagyasztott-elosutott-hasabburgonya-1-kg-2005100579752.png,2021-11-04 16:21:52.042603,tesco
Hearty Food Co. makaróni 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-makaroni-2-tojasos-szarazteszta-500-g-2004009349960.png,2021-11-04 16:21:52.042603,tesco
Hearty Food Co. orsó 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-orso-2-tojasos-szarazteszta-500-g-2004009350010.png,2021-11-04 16:21:52.050631,tesco
Hearty Food Co. rövidmetélt 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-rovidmetelt-2-tojasos-szarazteszta-500-g-2004009350027.png,2021-11-04 16:21:52.051820,tesco
Hearty Food Co. spagetti 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-spagetti-2-tojasos-szarazteszta-500-g-2004009350034.png,2021-11-04 16:21:52.052868,tesco
Hearty Food Co. szarvacska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-szarvacska-2-tojasos-szarazteszta-500-g-2004009350003.png,2021-11-04 16:21:52.052868,tesco
Hearty Food Co. tarhonya 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-tarhonya-2-tojasos-szarazteszta-500-g-2004009349991.png,2021-11-04 16:21:52.052868,tesco
Hearty Food tojás nélküli száraztészta,185,Ft,1kg=370Ft,hearty-food-tojas-nelkuli-szarazteszta-2004009733974-1-5k.png,2021-11-04 16:21:52.056250,tesco
Hedbanz ki kicsoda társas,4799,Ft,,hedbanz-ki-kicsoda-tarsas-2005100502808-1-5k.png,2021-11-04 16:21:52.058261,tesco
Heineken dobozos sör multipack,1599,Ft/cs,1l=533Ft,heineken-dobozos-sor-multipack-2004020290102-1-5k.png,2021-11-04 16:21:52.059310,tesco
Heinersdorfer fagyasztott torta,1999,Ft,1kg=1599Ft,heinersdorfer-fagyasztott-torta-2004020322438-1-5k.png,2021-11-04 16:21:52.061020,tesco
Herbária ízesített fekete tea,479,Ft/db,,herbaria-izesitett-fekete-tea-2004020312443-1-5k.png,2021-11-04 16:21:52.062073,tesco
Hermoine Granger játék baba,6599,Ft/szett,,hermoine-granger-jatekbaba-2005100616125-1-5k.png,2021-11-04 16:21:52.063108,tesco
Hintaló,17590,Ft,,hintalo-2005100611053-1-5k.png,2021-11-04 16:21:52.064150,tesco
Hot Wheels autó,3299,Ft/szett,,hot-wheels-auto-2005108818975-1-5k.png,2021-11-04 16:21:52.064150,tesco
Hot Wheels Blastin Rig autószállító,5199,Ft/szett,,hot-wheels-kilovos-autoszallito-2005118527942-1-5k.png,2021-11-04 16:21:52.064150,tesco
Hot Wheels kisautó-szállító,3499,Ft/szett,,hot-wheels-kisauto-szallito-2005114145768-1-5k.png,2021-11-04 16:21:52.064150,tesco
Hot Wheels meglepetéscsomag,8199,Ft/szett,,hot-wheels-cars-3-jarmuvekre-2005100620567-1-5k.png,2021-11-04 16:21:52.069940,tesco
Hot Wheels Monster Trucks autó,3499,Ft,,hot-wheels-monster-trucks-auto-2005100612382-1-5k.png,2021-11-04 16:21:52.071933,tesco
Hot Wheels Street creeper vagy Sharkruiser autó,5099,Ft/db,,hot-wheels-street-creeper-vagy-sharkruiser-auto-2005100612383-1-5k.png,2021-11-04 16:21:52.071933,tesco
I love VIP Pets figurák,6999,Ft,,i-love-vip-pets-figurak-2005100607197-1-5k.png,2021-11-04 16:21:52.071933,tesco
ICO Süni tégelyes tempera,2949,Ft/szett,1db=245.75Ft,ico-suni-tegelyes-tempera-12-db-2004010861109-1-5k.png,2021-11-04 16:21:52.071933,tesco
Idared alma lédig,78,Ft/db,1kg=449Ft,idared-alma-ledig-2004006481618.png,2021-11-04 16:21:52.071933,tesco
INFRAe2 Infravörös fûtõpanel,46990,Ft,,infrae2-infravoros-futopanel-2005100613380-1-5k.png,2021-11-04 16:21:52.071933,tesco
Interaktív robot,5699,Ft,,interaktiv-robot-2005100608298-1-5k.png,2021-11-04 16:21:52.079984,tesco
It's Us Miklos univerzális lisztkeverék,899,Ft,,it-s-us-miklos-univerzalis-lisztkeverek-2004120587142-1-5k.png,2021-11-04 16:21:52.079984,tesco
Jameson ír whiskey,6499,Ft,1l=9284Ft,jameson-ir-whiskey-2004002933456-1-5k.png,2021-11-04 16:21:52.079984,tesco
Jancsi és Juliska társasjáték,7799,Ft,,jancsi-es-juliska-tarsasjatek-2005100625582-1-5k.png,2021-11-04 16:21:52.079984,tesco
Jar kézi mosogatószer,899,Ft/db,1l=962Ft,jar-kezi-mosogatoszer-2004020208164-1-5k.png,2021-11-04 16:21:52.085463,tesco
Jar Platinum mosogatógép-tabletta,6499,Ft/cs,1db=52Ft,jar-platinum-125-db-os-es-platinum-plus-100-db-os-mosogatogep-tablettakra-2004020312040-1-5k.png,2021-11-04 16:21:52.086437,tesco
Jar Platinum vagy Platinum Plus mosogatógép-tabletta,4999,Ft/cs,,jar-platinum-85-db-os-es-platinum-plus-70-db-os-mosogatogep-tablettakra-2004020311429-1-5k.png,2021-11-04 16:21:52.088002,tesco
Játék babakocsi,8999,Ft/szett,,bayer-jatek-babakocsi-2005118854222-1-5k.png,2021-11-04 16:21:52.088002,tesco
Játék és kreativitás,1199,Ft/db-tól,,jatek-es-kreativitas-2004020303205-1-5k.png,2021-11-04 16:21:52.088002,tesco
Játék szoftverek és gaming-kiegészítõk,4999,Ft/db-tól,,jatekszoftverek-es-gaming-kiegeszitok-2004020269229-1-5k.png,2021-11-04 16:21:52.088002,tesco
Jégvarázs 2 fodrászolható fej,11290,Ft/szett,,jegvarazs-2-fodraszolhato-fej-2005100602112-1-5k.png,2021-11-04 16:21:52.088002,tesco
Jégvarázs kisgyermek-baba,7499,Ft/szett,,jegvarazs-kisgyermek-baba-2005100375336-2-5k.png,2021-11-04 16:21:52.088002,tesco
Jévarázs 2 zenélõ Elza baba,6299,Ft,,jevarazs-2-zenelo-elza-baba-2005100607870-1-5k.png,2021-11-04 16:21:52.095543,tesco
Johnnie Walker Red Label skót whisky 2 db pohárral díszdobozban,4999,Ft/cs,1l=7141Ft,johnnie-walker-0-7l-2-pohar-2004020323694-1-5k.png,2021-11-04 16:21:52.095543,tesco
Julius K9 száraz kutyaeledel,3699,Ft,1kg=1233Ft,julius-k9-szaraz-kutyaeledel-2004020316796-1-5k.png,2021-11-04 16:21:52.097606,tesco
Jurassic World díszpárna,1999,Ft,,jurassic-world-diszparna-2005100429802-1-5k.png,2021-11-04 16:21:52.097606,tesco
Jurassic World gyermek ágynemûhuzat-garnitúra,4899,Ft/szett,,jurassic-world-gyermek-agynemuhuzat-garnitura-2005100429804-1-5k.png,2021-11-04 16:21:52.097606,tesco
Kaiser sertés frankfurti virsli,169,Ft/db,1kg=1690Ft,kaiser-sertes-frankfurti-virsli-2004010572562.png,2021-11-04 16:21:52.101846,tesco
Kakaós csiga,75,Ft/db,1kg=1100Ft,kakaos-csiga-2004120263404-1-5k.png,2021-11-04 16:21:52.103166,tesco
Karácsonyi lapozók és mesekönyvek,959,Ft/db-tól,,karacsonyi-lapozok-es-mesekonyvek-2004020307445-1-5k.png,2021-11-04 16:21:52.105889,tesco
"Kärcher WV 50 ablaktisztító, Kärcher KST 2 gõztisztító",14990,Ft/szett,,karcher-kst-2-goztisztito-2004020124720-1-5k.png,2021-11-04 16:21:52.105889,tesco
Kellogg's gabonapehely,799,Ft,1kg=2421Ft,kellogg-s-gabonapehely-2004020266432-1-5k.png,2021-11-04 16:21:52.105889,tesco
Kígyóuborka,269,Ft/db,1db=269Ft,kigyouborka-2004009252888.png,2021-11-04 16:21:52.105889,tesco
Kindi Kids baba kiegészítõkkel,8599,Ft,,kindi-kids-baba-kiegeszitokkel-2005100618957-1-5k.png,2021-11-04 16:21:52.105889,tesco
Kingdomino társasjáték,5599,Ft,,kingdomino-tarsasjatek-2005100611678-1-5k.png,2021-11-04 16:21:52.105889,tesco
Knorr üveges szósz,655,Ft,1kg=1638Ft,knorr-uveges-szosz-2004020284589-1-5k.png,2021-11-04 16:21:52.105889,tesco
Könyvet ajándékba!,1119,Ft/db-tól,,konyvet-ajandekba-2004020325672-1-5k.png,2021-11-04 16:21:52.115883,tesco
Kõrösi Sajtkorong,1449,Ft,,korosi-sajtkorong-2004020326876-1-5k.png,2021-11-04 16:21:52.115883,tesco
Kuchenmeister marcipános gyümölcskenyér,499,Ft/cs,1kg=2495Ft,kuchenmeister-marcipanos-gyumolcskenyer-2004020241610-2-5k.png,2021-11-04 16:21:52.115883,tesco
Kuchenmeister vajas gyümölcskenyér,1099,Ft/cs,1kg=2198Ft,kuchenmeister-vajas-gyumolcskenyer-2004020240907-1-5k.png,2021-11-04 16:21:52.118917,tesco
Kühne üveges mustár,499,Ft,1kg=1996Ft,kuhne-uveges-mustar-2004020318955-1-5k.png,2021-11-04 16:21:52.119964,tesco
L'Chefs kókuszos csók,699,Ft,1kg=3495Ft,l-chefs-kokuszos-csok-2004020324835-1-5k.png,2021-11-04 16:21:52.119964,tesco
L'OR Nespresso kompatibilis kávékapszula,999,Ft/cs,1kg=19212Ft,l-or-nespresso-kompatibilis-kavekapszula-2004020228445-1-5k.png,2021-11-04 16:21:52.119964,tesco
Lactacyd Classic intimmosakodó,1311,Ft,1l=3278Ft,lactacyd-200-ml-es-intim-mosakodokra-es-15-db-os-torlokendokre-2004009193556-1-5k.png,2021-11-04 16:21:52.119964,tesco
Laser-X fegyverkészlet,5999,Ft/szett,,laser-x-fegyverkeszlet-2005100238309-1-5k.png,2021-11-04 16:21:52.119964,tesco
Laser-X long range játék fegvyer,8599,Ft/szett,,laser-x-long-range-jatekfegvyer-2005100220236-1-5k.png,2021-11-04 16:21:52.119964,tesco
Laser-X micro double blaster játék fegyver,8199,Ft/szett,,laser-x-micro-double-blaster-jatekfegyver-2005100618956-1-5k.png,2021-11-04 16:21:52.127824,tesco
LEGO® City Családi ház 60291,13490,Ft,,lego-r-city-csaladi-haz-60291-2005100593611-1-5k.png,2021-11-04 16:21:52.129216,tesco
LEGO® City kaszkadõr verseny 60299,5599,Ft,,lego-r-kaszkador-verseny-60299-2005100622400-1-5k.png,2021-11-04 16:21:52.130228,tesco
LEGO® City rabszállító rendõrautó 60276,5499,Ft,,lego-r-rabszallito-rendorauto-60276-2005100562362-1-5k.png,2021-11-04 16:21:52.130228,tesco
LEGO® City traktor 60287,5199,Ft,,lego-r-traktor-60287-2005100562343-2-5k.png,2021-11-04 16:21:52.130228,tesco
LEGO® City tûzoltó helikopter 60281,8199,Ft,,lego-r-tuzolto-helikopter-60281-2005100562353-1-5k.png,2021-11-04 16:21:52.130228,tesco
LEGO® City Vadvilági mentõ terepjáró 60301,12690,Ft,,lego-r-city-vadvilagi-mento-terepjaro-60301-2005100593614-1-5k.png,2021-11-04 16:21:52.135291,tesco
LEGO® Classic Kreatív játék bõrönd 10713,5399,Ft,,lego-r-kreativ-jatekborond-10713-2005100103416-1-5k.png,2021-11-04 16:21:52.136337,tesco
LEGO® Creator Szupermotor 31114,5499,Ft,,lego-r-creator-szupermotor-31114-2005100562338-1-5k.png,2021-11-04 16:21:52.137338,tesco
LEGO® Disney Minnie egér fagylaltozója 10773,5599,Ft,,lego-r-minnie-eger-fagylaltozoja-10773-2005100593628-1-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® Disney Princess™ Anna és Elsa Jégvarázs országa 43194,11190,Ft,,lego-r-disney-princess-tm-anna-es-elsa-jegvarazs-orszaga-43194-2005100593653-1-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® DOTS Rengeteg DOTS 41935,5399,Ft,,lego-r-rengeteg-dots-41935-2005100593669-1-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® DOTS zenés karkötõ 41933,1799,Ft,,lego-r-zenes-karkoto-41933-2005100589068-1-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® Duplo farm traktor és állatgondozás 10950,5199,Ft,,lego-r-farm-traktor-es-allat-gondozo-10950-2005100589069-1-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® DUPLO Gõzmozdony 10874,16490,Ft,,lego-r-duplo-gozmozdony-10874-2005100157854-2-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® Duplo ló- és póniistálló 10951,8199,Ft,,lego-r-lo-es-poni-istallo-10951-2005100593599-2-5k.png,2021-11-04 16:21:52.139280,tesco
LEGO® DUPLO Szemeteskocsi és újrahasznosítás 10945,5599,Ft,,lego-r-duplo-szemeteskocsi-es-ujrahasznositas-10945-2005100593654-2-5k.png,2021-11-04 16:21:52.147420,tesco
LEGO® Friends erdei ház 41679,8199,Ft,,lego-r-erdei-haz-41679-2005100593643-2-5k.png,2021-11-04 16:21:52.149503,tesco
LEGO® Friends Heartlake City pékség 41440,5199,Ft,,lego-r-heartlake-city-pekseg-41440-2005100593626-2-5k.png,2021-11-04 16:21:52.149503,tesco
LEGO® Friends lovasiskola és utánfutó 41441,8199,Ft,,lego-r-lovas-trening-es-lakoauto-41441-2005100593646-2-5k.png,2021-11-04 16:21:52.152151,tesco
LEGO® Friends Varázslatos akrobatika 41686,5199,Ft,,lego-r-friends-varazslatos-akrobatika-41686-2005100622373-2-5k.png,2021-11-04 16:21:52.153193,tesco
LEGO® Harry Potter - A Tiltott Rengeteg: Összecsapás Umbridge-dzsel,8199,Ft/szett,,lego-r-harry-potter-a-tiltott-rengeteg-osszecsapas-umbridge-dzsel-2005100479454-1-5k.png,2021-11-04 16:21:52.153193,tesco
LEGO® Harry Potter Roxfort™: Százfûlé-fõzet kis hibával 76386,5599,Ft,,lego-r-harry-potter-roxfort-tm-szazfule-fozet-kis-hibaval-76386-2005100593633-1-5k.png,2021-11-04 16:21:52.153193,tesco
LEGO® Jurassic World T-Rex dinoszaurusz õskövület-kiállítás 76940,8199,Ft,,lego-r-t-rex-kiallitas-76940-2005100622380-2-5k.png,2021-11-04 16:21:52.153193,tesco
